Constituency_No,Year,Position,Votes,Candidate_Type,Valid_Votes,Electors,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_ID,last_poll,Contested,Recontest
9,1967,1,144347.0,0,227219,386826.0,2,58.74,63.53,61475.0,27.06,1.89,3482.0,True,2.0,True
10,1967,1,103752.0,0,236948,388255.0,4,61.03,43.79,46666.0,19.69,3.12,3482.0,True,2.0,True
11,1967,1,106672.0,0,216215,394501.0,3,54.81,49.34,47889.0,22.15,2.7,3482.0,True,1.0,False
12,1967,1,92519.0,0,200103,385806.0,4,51.87,46.24,44778.0,22.38,3.12,3482.0,True,2.0,True
13,1967,1,102739.0,0,202022,397099.0,4,50.87,50.86,53686.0,26.57,2.86,3482.0,True,1.0,False
14,1967,1,77657.0,0,203497,399041.0,5,51.0,38.16,22897.0,11.25,3.7,3482.0,True,2.0,True
1,1967,1,93073.0,0,189532,478691.0,4,39.59,49.11,50710.0,26.76,3.03,3482.0,True,2.0,True
2,1967,1,86765.0,0,222581,463766.0,7,47.99,38.98,35184.0,15.81,4.17,3482.0,True,2.0,True
3,1967,1,78294.0,0,229265,484032.0,8,47.37,34.15,45483.0,19.84,5.26,3482.0,True,2.0,True
4,1967,1,71957.0,0,240388,518630.0,5,46.35,29.93,3016.0,1.25,4.17,3482.0,True,2.0,True
5,1967,1,98206.0,0,249789,553081.0,6,45.16,39.32,25777.0,10.32,3.57,3482.0,True,2.0,True
6,1967,1,83267.0,0,278618,563139.0,9,49.48,29.89,28209.0,10.12,5.88,3482.0,True,2.0,True
7,1967,1,96212.0,0,271134,566098.0,5,47.9,35.49,17244.0,6.36,4.0,3482.0,True,1.0,False
8,1967,1,120795.0,0,237929,523959.0,2,45.41,50.77,3661.0,1.54,2.0,2444.0,True,1.0,False
9,1967,1,100645.0,0,332668,569874.0,8,58.38,30.25,28530.0,8.58,5.26,3482.0,True,1.0,False
10,1967,1,145929.0,0,317818,543563.0,4,58.47,45.92,37229.0,11.71,2.86,3482.0,True,2.0,True
11,1967,1,141337.0,0,364388,564690.0,6,64.53,38.79,517.0,0.14,3.12,3482.0,True,2.0,True
12,1967,1,128966.0,0,331782,569060.0,6,58.3,38.87,78978.0,23.8,4.35,3482.0,True,2.0,True
13,1967,1,154080.0,0,301124,552639.0,4,54.49,51.17,55773.0,18.52,2.56,2444.0,True,2.0,True
14,1967,1,83690.0,0,308109,535332.0,7,57.55,27.16,16407.0,5.33,5.0,7619.0,True,1.0,False
15,1967,1,128148.0,0,311276,532604.0,4,58.44,41.17,31672.0,10.17,3.23,3482.0,True,2.0,True
16,1967,1,143335.0,0,331895,589019.0,7,56.35,43.19,53073.0,15.99,3.7,3482.0,True,2.0,True
17,1967,1,124908.0,0,279747,510872.0,4,54.76,44.65,11388.0,4.07,2.7,7619.0,True,1.0,False
18,1967,1,124018.0,0,311124,535539.0,5,58.1,39.86,4619.0,1.48,3.03,7619.0,True,1.0,False
19,1967,1,145911.0,0,282104,535701.0,3,52.66,51.72,37426.0,13.27,2.33,7619.0,False,1.0,False
20,1967,1,119954.0,0,234073,469809.0,4,49.82,51.25,70649.0,30.18,2.94,3482.0,True,2.0,True
21,1967,1,84834.0,0,197407,464508.0,6,42.5,42.97,34283.0,17.37,3.57,6168.0,True,2.0,True
22,1967,1,73842.0,0,234639,489476.0,8,47.94,31.47,4620.0,1.97,4.76,3482.0,True,2.0,True
23,1967,1,58776.0,0,260820,498435.0,6,52.33,22.54,973.0,0.37,5.26,3482.0,True,1.0,False
24,1967,1,41515.0,0,148837,454582.0,6,32.74,27.89,6405.0,4.3,5.0,3482.0,True,2.0,True
25,1967,1,81560.0,0,213427,518431.0,5,41.17,38.21,21862.0,10.24,3.57,3482.0,True,2.0,True
26,1967,1,60108.0,0,154814,478393.0,5,32.36,38.83,12040.0,7.78,3.57,3482.0,True,2.0,True
27,1967,1,81297.0,0,250122,513057.0,6,48.75,32.5,17567.0,7.02,4.55,4152.0,True,1.0,False
28,1967,1,110377.0,0,287929,538207.0,8,53.5,38.33,34814.0,12.09,4.17,3482.0,True,2.0,True
29,1967,1,168111.0,0,306778,521986.0,6,58.77,54.8,96684.0,31.52,2.7,7619.0,True,2.0,True
30,1967,1,127018.0,0,315070,576715.0,4,54.63,40.31,14852.0,4.71,3.12,3482.0,True,2.0,True
31,1967,1,205253.0,0,341632,566989.0,3,60.25,60.08,96245.0,28.17,2.13,7619.0,True,1.0,False
32,1967,1,180883.0,0,340152,569752.0,4,59.7,53.18,88702.0,26.08,2.7,2444.0,True,1.0,False
33,1967,1,148410.0,0,316464,594698.0,5,53.21,46.9,78093.0,24.68,3.23,3482.0,True,2.0,True
34,1967,1,107020.0,0,314436,583769.0,8,53.86,34.04,27454.0,8.73,4.76,3482.0,True,2.0,True
35,1967,1,148963.0,0,313578,526885.0,10,59.52,47.5,82141.0,26.19,3.45,2444.0,True,2.0,True
36,1967,1,129407.0,0,297839,553603.0,6,53.8,43.45,7227.0,2.43,2.78,3482.0,True,2.0,True
37,1967,1,94032.0,0,282823,558072.0,10,50.68,33.25,34223.0,12.1,4.76,3482.0,True,2.0,True
38,1967,1,150426.0,0,327993,561269.0,8,58.44,45.86,54916.0,16.74,3.33,7619.0,True,2.0,True
39,1967,1,149355.0,0,277107,535908.0,8,51.71,53.9,110666.0,39.94,3.03,3482.0,True,2.0,True
40,1967,1,96335.0,0,241829,557937.0,8,43.34,39.84,57679.0,23.85,4.35,3482.0,True,1.0,False
41,1967,1,112287.0,0,275130,560459.0,5,49.09,40.81,51412.0,18.69,3.57,2444.0,True,2.0,True
42,1967,1,110766.0,0,293718,572864.0,5,51.27,37.71,20220.0,6.88,3.7,10809.0,True,1.0,False
43,1967,1,70950.0,0,204474,484827.0,6,42.17,34.7,33988.0,16.62,4.76,3482.0,True,2.0,True
44,1967,1,66329.0,0,191850,493028.0,5,38.91,34.57,21979.0,11.46,4.17,10809.0,True,2.0,True
45,1967,1,70219.0,0,200083,488257.0,4,40.98,35.09,3831.0,1.91,3.45,3482.0,True,1.0,False
46,1967,1,68034.0,0,186070,480690.0,6,38.71,36.56,20267.0,10.89,4.35,4133.0,True,2.0,True
47,1967,1,83618.0,0,188537,498131.0,4,37.85,44.35,19758.0,10.48,3.03,10809.0,False,2.0,True
48,1967,1,33257.0,0,170008,465018.0,10,36.56,19.56,4167.0,2.45,8.33,3482.0,True,2.0,True
49,1967,1,75219.0,0,202331,442633.0,6,45.71,37.18,40702.0,20.12,4.35,3482.0,True,1.0,False
50,1967,1,31254.0,0,133549,488906.0,6,27.32,23.4,3627.0,2.72,5.56,10809.0,True,1.0,False
51,1967,1,46737.0,0,179856,463401.0,9,38.81,25.99,5277.0,2.93,5.88,3482.0,False,2.0,True
52,1967,1,62260.0,0,156439,463997.0,6,33.72,39.8,33486.0,21.41,4.17,3482.0,True,2.0,True
53,1967,1,92686.0,0,215077,504969.0,5,42.59,43.09,41764.0,19.42,3.57,3482.0,True,1.0,False
1,1967,1,23939.0,0,49155,76232.0,10,64.48,48.7,12616.0,25.67,3.03,4152.0,True,1.0,False
1,1967,1,10654.0,0,21248,29564.0,5,71.87,50.14,6406.0,30.15,3.03,3482.0,True,1.0,False
1,1967,1,82173.0,0,148359,208755.0,7,71.07,55.39,24860.0,16.76,2.17,4152.0,True,1.0,False
2,1967,1,105611.0,0,193728,298699.0,11,64.86,54.52,36321.0,18.75,2.33,4152.0,True,2.0,True
3,1967,1,67017.0,0,164305,258107.0,6,63.66,40.79,9223.0,5.61,3.23,3482.0,True,2.0,True
4,1967,1,83261.0,0,170761,265230.0,3,64.38,48.76,5616.0,3.29,2.22,4152.0,True,1.0,False
5,1967,1,58928.0,0,133786,194661.0,9,68.73,44.05,17150.0,12.82,3.12,4152.0,True,1.0,False
6,1967,1,73801.0,0,155227,225517.0,5,68.83,47.54,9705.0,6.25,2.44,4152.0,True,2.0,True
7,1967,1,62292.0,0,154995,233745.0,5,66.31,40.19,4494.0,2.9,3.12,4152.0,True,1.0,False
1,1967,1,56764.0,0,139754,201856.0,8,69.23,40.62,10954.0,7.84,3.57,10809.0,True,1.0,False
2,1967,1,54327.0,0,138032,216538.0,8,63.74,39.36,2552.0,1.85,3.23,16984.0,True,1.0,False
1,1967,1,106853.0,0,207031,370407.0,2,55.89,51.61,6675.0,3.22,2.0,3482.0,True,1.0,False
2,1967,1,169191.0,0,273550,450551.0,4,60.71,61.85,72001.0,26.32,1.96,12923.0,True,1.0,False
3,1967,1,128537.0,0,275609,460286.0,3,59.88,46.64,6476.0,2.35,2.33,12923.0,True,1.0,False
4,1967,1,111636.0,0,220176,414134.0,4,53.17,50.7,13033.0,5.92,2.17,12923.0,True,2.0,True
5,1967,1,108303.0,0,220275,403474.0,4,54.59,49.17,10886.0,4.94,2.27,12923.0,True,1.0,False
6,1967,1,117812.0,0,224785,452378.0,3,49.69,52.41,49588.0,22.06,2.56,3482.0,True,2.0,True
7,1967,1,91993.0,0,230559,465812.0,4,49.5,39.9,5093.0,2.21,3.03,3482.0,False,1.0,False
8,1967,1,148372.0,0,266086,432903.0,2,61.47,55.76,30658.0,11.52,1.96,12923.0,True,1.0,False
9,1967,1,179844.0,0,300524,474589.0,7,63.32,59.84,84797.0,28.22,2.17,10809.0,True,2.0,True
10,1967,1,156148.0,0,333158,515980.0,3,64.57,46.87,29840.0,8.96,2.63,3482.0,True,1.0,False
11,1967,1,191205.0,0,345464,493885.0,2,69.95,55.35,36946.0,10.69,1.96,12923.0,True,1.0,False
12,1967,1,140754.0,0,304182,485424.0,4,62.66,46.27,15001.0,4.93,2.56,12923.0,True,1.0,False
13,1967,1,110028.0,0,229914,427762.0,3,53.75,47.86,4407.0,1.92,2.27,12923.0,False,1.0,False
14,1967,1,151011.0,0,264612,415763.0,3,63.64,57.07,44799.0,16.93,2.04,12923.0,True,1.0,False
15,1967,1,113926.0,0,232398,420684.0,3,55.24,49.02,8084.0,3.48,2.22,3482.0,True,1.0,False
16,1967,1,122813.0,0,258182,426461.0,4,60.54,47.57,24449.0,9.47,2.56,12923.0,True,1.0,False
17,1967,1,163997.0,0,312044,443349.0,3,70.38,52.56,27740.0,8.89,2.13,12923.0,True,2.0,True
18,1967,1,181894.0,0,342566,464136.0,2,73.81,53.1,21222.0,6.2,2.0,3482.0,True,2.0,True
19,1967,1,152903.0,0,289247,447095.0,3,64.69,52.86,22317.0,7.72,2.08,12923.0,True,1.0,False
20,1967,1,159453.0,0,291317,458775.0,2,63.5,54.74,27589.0,9.47,2.0,3482.0,True,1.0,False
21,1967,1,134148.0,0,282885,452985.0,5,62.45,47.42,37857.0,13.38,2.78,3482.0,True,1.0,False
22,1967,1,163836.0,0,249079,422138.0,5,59.0,65.78,122908.0,49.34,2.08,3482.0,True,2.0,True
23,1967,1,143412.0,0,250792,428977.0,3,58.46,57.18,61737.0,24.62,2.22,3482.0,True,2.0,True
24,1967,1,185241.0,0,274776,465000.0,2,59.09,67.42,95706.0,34.83,1.79,3482.0,True,2.0,True
1,1967,1,128003.0,3,316269,459451.0,5,68.84,40.47,8700.0,2.75,3.23,4152.0,True,1.0,False
2,1967,1,168204.0,0,336205,463594.0,2,72.52,50.03,203.0,0.06,2.0,3482.0,True,1.0,False
3,1967,1,180770.0,0,357691,484420.0,4,73.84,50.54,27010.0,7.55,2.27,3482.0,True,2.0,True
4,1967,1,176258.0,0,350700,477706.0,8,73.41,50.26,55596.0,15.85,2.7,3482.0,True,1.0,False
5,1967,1,209492.0,0,356287,501785.0,8,71.0,58.8,142091.0,39.88,2.5,3482.0,True,1.0,False
6,1967,1,88326.0,0,349394,527625.0,9,66.22,25.28,1308.0,0.37,5.88,10809.0,True,1.0,False
7,1967,1,93903.0,0,313998,491115.0,12,63.94,29.91,46738.0,14.88,7.69,3482.0,True,2.0,True
8,1967,1,115963.0,0,321280,473354.0,7,67.87,36.09,7179.0,2.23,3.7,3482.0,True,1.0,False
9,1967,1,193919.0,0,350395,507661.0,12,69.02,55.34,159281.0,45.46,3.03,3482.0,True,1.0,False
1,1967,1,83782.0,1,129252,258163.0,5,50.07,64.82,59510.0,46.04,2.13,3482.0,True,1.0,False
2,1967,1,72870.0,0,130712,253012.0,3,51.66,55.75,33130.0,25.35,2.38,3482.0,True,2.0,True
3,1967,1,72705.0,0,142167,279659.0,2,50.84,51.14,3243.0,2.28,2.0,3482.0,True,1.0,False
4,1967,1,44262.0,0,134001,261580.0,5,51.23,33.03,5402.0,4.03,4.35,3482.0,True,2.0,True
5,1967,1,39363.0,0,119451,245876.0,6,48.58,32.95,4861.0,4.07,4.55,3482.0,True,1.0,False
6,1967,1,62596.0,0,121181,284025.0,4,42.67,51.65,34265.0,28.28,2.7,3482.0,True,2.0,True
1,1967,1,101769.0,0,183023,367400.0,2,49.82,55.6,20515.0,11.21,1.96,3482.0,True,1.0,False
2,1967,1,59415.0,0,127068,354364.0,4,35.86,46.76,9236.0,7.27,2.56,11089.0,True,1.0,False
5,1967,1,134684.0,0,245416,418795.0,3,58.6,54.88,56878.0,23.18,2.38,3482.0,False,1.0,False
6,1967,1,139036.0,0,287117,440581.0,4,65.17,48.42,58168.0,20.26,2.94,3482.0,True,1.0,False
1,1967,1,206480.0,0,335921,467371.0,3,71.87,61.47,118510.0,35.28,2.13,14635.0,True,2.0,True
2,1967,1,221374.0,0,358436,475141.0,2,75.44,61.76,84312.0,23.52,1.89,14635.0,True,1.0,False
3,1967,1,215597.0,0,330691,463046.0,2,71.42,65.2,100503.0,30.39,1.82,7619.0,True,1.0,False
4,1967,1,215136.0,0,373554,495721.0,3,75.36,57.59,81873.0,21.92,2.17,11621.0,True,1.0,False
5,1967,1,198732.0,0,289970,453637.0,2,63.92,68.54,107494.0,37.07,1.75,11621.0,True,2.0,True
6,1967,1,157753.0,0,266056,441611.0,3,60.25,59.29,62780.0,23.6,2.08,14635.0,True,1.0,False
7,1967,1,158230.0,0,267538,465825.0,3,57.43,59.14,67358.0,25.18,2.13,14635.0,True,1.0,False
8,1967,1,180195.0,0,353059,458629.0,4,76.98,51.04,20869.0,5.91,2.17,2444.0,True,1.0,False
9,1967,1,175778.0,0,353296,451269.0,3,78.29,49.75,5338.0,1.51,2.08,3482.0,False,2.0,True
10,1967,1,176624.0,0,360368,457108.0,5,78.84,49.01,16606.0,4.61,2.27,14635.0,True,1.0,False
11,1967,1,140403.0,0,317602,423640.0,4,74.97,44.21,42154.0,13.27,2.86,14635.0,True,1.0,False
12,1967,1,142089.0,1,306410,449574.0,3,68.16,46.37,42466.0,13.86,2.7,2444.0,True,2.0,True
13,1967,1,145571.0,0,335297,426210.0,4,78.67,43.42,48581.0,14.49,2.94,14635.0,True,1.0,False
14,1967,1,176552.0,0,356335,458181.0,4,77.77,49.55,50277.0,14.11,2.56,14635.0,True,1.0,False
15,1967,1,147872.0,0,350041,459888.0,3,76.11,42.24,18694.0,5.34,2.78,7619.0,True,1.0,False
16,1967,1,179068.0,0,346612,441409.0,3,78.52,51.66,76398.0,22.04,2.5,2444.0,True,1.0,False
17,1967,1,207338.0,0,359484,459508.0,3,78.23,57.68,79858.0,22.21,2.17,10809.0,True,2.0,True
18,1967,1,157040.0,0,299809,410807.0,3,72.98,52.38,29343.0,9.79,2.22,14635.0,True,1.0,False
19,1967,1,153040.0,0,310998,457981.0,4,67.91,49.21,4478.0,1.44,2.13,7619.0,True,1.0,False
1,1967,1,4151.0,2,11807,14505.0,5,81.4,35.16,386.0,3.27,3.7,10809.0,True,1.0,False
1,1967,1,118167.0,0,257007,514135.0,7,49.99,45.98,80309.0,31.25,3.85,10809.0,True,2.0,True
2,1967,1,137586.0,0,301340,516297.0,6,58.37,45.66,71209.0,23.63,3.45,4152.0,True,1.0,False
3,1967,1,193614.0,0,308618,524192.0,7,58.87,62.74,148467.0,48.11,2.38,4152.0,True,1.0,False
4,1967,1,231186.0,1,293407,526703.0,3,55.71,78.79,186189.0,63.46,1.56,12923.0,False,2.0,True
5,1967,1,111230.0,0,276107,541011.0,7,51.04,40.29,66978.0,24.26,4.35,3482.0,True,1.0,False
6,1967,1,132260.0,0,270307,525827.0,5,51.41,48.93,36579.0,13.53,2.7,3482.0,True,1.0,False
7,1967,1,140468.0,0,319657,559625.0,7,57.12,43.94,57839.0,18.09,3.45,3482.0,True,1.0,False
8,1967,1,117146.0,0,178017,471957.0,6,37.72,65.81,97804.0,54.94,2.22,3482.0,True,1.0,False
9,1967,1,132069.0,0,238369,519407.0,4,45.89,55.41,82383.0,34.56,2.63,3482.0,True,2.0,True
10,1967,1,63385.0,0,152033,439322.0,5,34.61,41.69,10427.0,6.86,3.23,3482.0,True,2.0,True
11,1967,1,104980.0,0,236458,504247.0,5,46.89,44.4,29146.0,12.33,3.23,3482.0,True,1.0,False
12,1967,1,136589.0,0,219485,500141.0,3,43.88,62.23,81240.0,37.01,2.13,3482.0,True,2.0,True
13,1967,1,98430.0,0,216395,468243.0,4,46.21,45.49,1541.0,0.71,2.44,3482.0,True,2.0,True
14,1967,1,103885.0,1,193246,512663.0,4,37.69,53.76,66086.0,34.2,2.78,3482.0,True,3.0,True
15,1967,1,103863.0,0,277371,538719.0,5,51.49,37.45,24415.0,8.8,3.85,3482.0,True,1.0,False
16,1967,1,90460.0,0,232028,473390.0,4,49.01,38.99,3523.0,1.52,3.12,4152.0,True,1.0,False
17,1967,1,53798.0,0,193182,427235.0,8,45.22,27.85,17267.0,8.94,5.88,10809.0,True,1.0,False
18,1967,1,108498.0,0,263248,532152.0,5,49.47,41.22,34318.0,13.04,3.45,3482.0,False,2.0,True
19,1967,1,132444.0,0,249807,512194.0,4,48.77,53.02,86440.0,34.6,2.78,3482.0,True,1.0,False
20,1967,1,125540.0,0,248228,468694.0,6,52.96,50.57,77217.0,31.11,3.12,3482.0,True,1.0,False
21,1967,1,67390.0,0,157653,479138.0,5,32.9,42.75,33821.0,21.45,3.57,3482.0,True,2.0,True
22,1967,1,139427.0,0,271608,487689.0,6,55.69,51.33,64730.0,23.83,2.86,3482.0,True,2.0,True
23,1967,1,127111.0,0,263448,482099.0,4,54.65,48.25,59621.0,22.63,2.94,3482.0,True,1.0,False
24,1967,1,112943.0,0,249703,496617.0,4,50.28,45.23,297.0,0.12,2.44,4152.0,True,1.0,False
25,1967,1,86171.0,0,192699,492457.0,7,39.13,44.72,47983.0,24.9,3.85,3482.0,True,1.0,False
26,1967,1,102661.0,0,224269,505649.0,3,44.35,45.78,13899.0,6.2,2.56,3482.0,True,1.0,False
27,1967,1,131271.0,0,240232,457587.0,2,52.5,54.64,22310.0,9.29,1.96,3482.0,True,1.0,False
28,1967,1,138698.0,0,284134,528531.0,5,53.76,48.81,43931.0,15.46,2.7,4152.0,True,1.0,False
29,1967,1,158105.0,0,276429,508603.0,4,54.35,57.2,64937.0,23.49,2.27,4152.0,True,1.0,False
30,1967,1,133652.0,0,272216,503266.0,6,54.09,49.1,39904.0,14.66,2.78,4152.0,True,1.0,False
31,1967,1,176171.0,0,315969,498856.0,3,63.34,55.76,55331.0,17.51,2.17,4152.0,True,2.0,True
32,1967,1,134468.0,0,308422,499407.0,4,61.76,43.6,34118.0,11.06,2.86,3482.0,True,1.0,False
33,1967,1,133435.0,0,246360,458570.0,2,53.72,54.16,20510.0,8.33,2.0,4152.0,True,1.0,False
34,1967,1,125236.0,0,290372,496852.0,3,58.44,43.13,1698.0,0.58,2.56,3482.0,True,1.0,False
35,1967,1,113236.0,0,237420,477890.0,4,49.68,47.69,9164.0,3.86,2.38,3482.0,True,1.0,False
36,1967,1,87419.0,0,215823,461943.0,4,46.72,40.5,28385.0,13.15,3.45,3482.0,True,1.0,False
37,1967,1,148654.0,0,283706,482032.0,3,58.86,52.4,28791.0,10.15,2.22,4152.0,True,1.0,False
1,1967,1,227783.0,0,404452,550302.0,3,73.5,56.32,61334.0,15.16,2.04,10192.0,True,2.0,True
2,1967,1,248099.0,1,417783,575015.0,4,72.66,59.38,81978.0,19.62,1.96,10192.0,True,1.0,False
3,1967,1,271528.0,0,448018,595157.0,3,75.28,60.61,101765.0,22.71,1.96,10192.0,True,2.0,True
4,1967,1,255845.0,0,417217,538456.0,3,77.48,61.32,105731.0,25.34,1.96,10192.0,True,1.0,False
5,1967,1,225229.0,0,404990,538610.0,7,75.19,55.61,75549.0,18.65,2.22,10192.0,True,1.0,False
6,1967,1,203887.0,0,365185,504140.0,3,72.44,55.83,69732.0,19.09,2.22,10192.0,True,1.0,False
7,1967,1,188309.0,0,347387,478183.0,2,72.65,54.21,29231.0,8.41,2.0,10192.0,True,2.0,True
8,1967,1,213537.0,0,386421,523306.0,4,73.84,55.26,80659.0,20.87,2.27,10192.0,True,1.0,False
9,1967,1,201009.0,0,405713,547024.0,4,74.17,49.54,32070.0,7.9,2.38,10192.0,True,2.0,True
10,1967,1,225571.0,0,403169,545062.0,2,73.97,55.95,47973.0,11.9,2.0,10192.0,True,1.0,False
11,1967,1,205193.0,0,392957,524610.0,2,74.9,52.22,17429.0,4.44,2.0,10192.0,True,1.0,False
12,1967,1,193043.0,0,365563,498804.0,3,73.29,52.81,26523.0,7.26,2.04,10192.0,True,1.0,False
13,1967,1,165079.0,0,325111,503298.0,3,64.6,50.78,18294.0,5.63,2.17,10192.0,True,1.0,False
14,1967,1,219380.0,0,384419,520373.0,3,73.87,57.07,63509.0,16.52,2.04,10192.0,True,2.0,True
15,1967,1,184004.0,0,346274,544859.0,6,63.55,53.14,56845.0,16.42,2.44,10192.0,True,2.0,True
16,1967,1,232365.0,0,420276,573903.0,3,73.23,55.29,48251.0,11.48,2.0,10192.0,True,1.0,False
17,1967,1,167712.0,0,348997,502089.0,3,69.51,48.06,19702.0,5.65,2.38,12923.0,True,1.0,False
18,1967,1,240856.0,0,415791,561096.0,2,74.1,57.93,65921.0,15.85,1.92,14635.0,True,1.0,False
19,1967,1,237035.0,0,404753,549500.0,3,73.66,58.56,81754.0,20.2,2.04,10192.0,True,2.0,True
20,1967,1,259768.0,0,416332,563703.0,3,73.86,62.39,110866.0,26.63,1.92,10192.0,True,1.0,False
21,1967,1,203798.0,0,373870,513981.0,4,72.74,54.51,48945.0,13.09,2.13,10192.0,True,1.0,False
22,1967,1,183593.0,0,404894,540711.0,3,74.88,45.34,27621.0,6.82,2.56,12923.0,True,1.0,False
23,1967,1,260065.0,0,416784,555868.0,2,74.98,62.4,103346.0,24.8,1.89,10192.0,True,1.0,False
24,1967,1,261390.0,0,434374,572490.0,3,75.87,60.18,105468.0,24.28,2.04,14635.0,True,1.0,False
25,1967,1,209380.0,0,395042,554715.0,2,71.22,53.0,23718.0,6.0,2.0,12923.0,True,1.0,False
26,1967,1,202879.0,0,403213,537064.0,2,75.08,50.32,2545.0,0.63,2.0,14635.0,True,2.0,True
27,1967,1,229941.0,0,426054,537811.0,2,79.22,53.97,33828.0,7.94,2.0,10192.0,True,1.0,False
28,1967,1,199469.0,0,413384,537531.0,3,76.9,48.25,9382.0,2.27,2.27,14635.0,True,2.0,True
29,1967,1,213866.0,0,426088,534001.0,4,79.79,50.19,20039.0,4.7,2.17,10192.0,True,1.0,False
30,1967,1,209660.0,0,367276,466790.0,2,78.68,57.09,52044.0,14.17,1.96,10192.0,True,1.0,False
31,1967,1,164167.0,0,392927,477019.0,3,82.37,41.78,11219.0,2.86,2.78,3482.0,True,1.0,False
32,1967,1,225414.0,0,428254,521430.0,2,82.13,52.64,22574.0,5.27,2.0,10192.0,True,1.0,False
33,1967,1,225106.0,0,423378,554582.0,4,76.34,53.17,58217.0,13.75,2.27,10192.0,True,1.0,False
34,1967,1,180392.0,0,381977,526959.0,5,72.49,47.23,32025.0,8.38,2.63,10809.0,True,1.0,False
35,1967,1,194364.0,0,412809,525365.0,3,78.58,47.08,31672.0,7.67,2.5,12923.0,True,1.0,False
36,1967,1,186864.0,0,388325,543945.0,3,71.39,48.12,41991.0,10.81,2.56,12923.0,True,1.0,False
37,1967,1,166737.0,0,401617,535903.0,5,74.94,41.52,5746.0,1.43,2.94,3482.0,True,1.0,False
38,1967,1,183053.0,0,390339,548835.0,5,71.12,46.9,394.0,0.1,2.27,12923.0,True,1.0,False
39,1967,1,180265.0,0,337681,474210.0,4,71.21,53.38,52014.0,15.4,2.38,3482.0,True,2.0,True
1,1967,1,126653.0,0,221993,396063.0,3,56.05,57.05,59084.0,26.62,2.27,6168.0,True,2.0,True
2,1967,1,112138.0,0,256229,451201.0,5,56.79,43.76,50439.0,19.69,3.45,3482.0,True,2.0,True
3,1967,1,164464.0,0,312356,480867.0,3,64.96,52.65,34808.0,11.14,2.22,12019.0,True,1.0,False
4,1967,1,147841.0,1,304813,464850.0,8,65.57,48.5,29434.0,9.66,2.56,7619.0,True,1.0,False
5,1967,1,142718.0,0,334405,483146.0,4,69.21,42.68,7004.0,2.09,2.86,2444.0,True,2.0,True
6,1967,1,158060.0,0,347573,520524.0,3,66.77,45.48,6952.0,2.0,2.44,3482.0,True,2.0,True
7,1967,1,124071.0,0,391965,620183.0,9,63.2,31.65,1364.0,0.35,4.0,3482.0,True,1.0,False
8,1967,1,171902.0,0,426119,644638.0,8,66.1,40.34,13169.0,3.09,3.03,3482.0,False,1.0,False
9,1967,1,136904.0,0,315088,509052.0,4,61.9,43.45,50874.0,16.15,3.33,3482.0,True,2.0,True
10,1967,1,109864.0,0,231471,439251.0,4,52.7,47.46,35940.0,15.53,2.86,3482.0,True,1.0,False
11,1967,1,155632.0,0,274957,436875.0,2,62.94,56.6,36307.0,13.2,1.96,3482.0,True,1.0,False
12,1967,1,140167.0,0,271132,453548.0,2,59.78,51.7,9202.0,3.39,2.0,3482.0,True,1.0,False
13,1967,1,150027.0,0,260587,477176.0,2,54.61,57.57,39467.0,15.15,1.96,3482.0,True,1.0,False
14,1967,1,164349.0,0,289719,506847.0,3,57.16,56.73,81383.0,28.09,2.38,3482.0,True,2.0,True
15,1967,1,125638.0,0,292901,507204.0,4,57.75,42.89,66061.0,22.55,3.45,3482.0,True,1.0,False
16,1967,1,172178.0,0,330510,482954.0,5,68.44,52.09,94904.0,28.71,2.86,3482.0,False,2.0,True
17,1967,1,188450.0,0,331231,496280.0,3,66.74,56.89,76295.0,23.03,2.27,3482.0,True,1.0,False
18,1967,1,188248.0,0,343314,513828.0,4,66.81,54.83,46295.0,13.48,2.13,3482.0,True,1.0,False
19,1967,1,162887.0,0,341874,521799.0,6,65.52,47.65,21074.0,6.16,2.5,3482.0,True,1.0,False
20,1967,1,183258.0,0,336011,508935.0,4,66.02,54.54,105349.0,31.35,2.7,3482.0,True,1.0,False
21,1967,1,129736.0,0,354903,566904.0,7,62.6,36.56,31969.0,9.01,4.0,3482.0,True,1.0,False
22,1967,1,152206.0,0,342725,530880.0,5,64.56,44.41,55872.0,16.3,3.23,3482.0,True,1.0,False
23,1967,1,123336.0,0,312051,506614.0,5,61.6,39.52,45223.0,14.49,3.57,3482.0,True,2.0,True
24,1967,1,139310.0,0,277050,474396.0,4,58.4,50.28,16836.0,6.08,2.22,10809.0,True,1.0,False
25,1967,1,144756.0,0,358361,532594.0,6,67.29,40.39,29104.0,8.12,3.33,3482.0,True,2.0,True
26,1967,1,167416.0,0,351675,483231.0,4,72.78,47.61,13648.0,3.88,2.38,3482.0,True,2.0,True
27,1967,1,147868.0,0,289543,555017.0,4,52.17,51.07,48005.0,16.58,2.56,3482.0,True,1.0,False
28,1967,1,125896.0,0,231251,536980.0,3,43.07,54.44,38674.0,16.72,2.22,3482.0,True,2.0,True
29,1967,1,115884.0,0,240752,516182.0,5,46.64,48.13,26469.0,10.99,2.7,3482.0,True,2.0,True
30,1967,1,110423.0,0,228492,488622.0,4,46.76,48.33,43550.0,19.06,2.86,3482.0,True,1.0,False
