Constituency_No,Year,Position,Votes,Candidate_Type,Valid_Votes,Electors,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_ID,last_poll,Contested,Recontest
31,1967,1,135865.0,0,243415,481505.0,4,50.55,55.82,83464.0,34.29,2.56,3482.0,True,2.0,True
32,1967,1,125216.0,0,261368,530388.0,3,49.28,47.91,14097.0,5.39,2.38,2444.0,True,1.0,False
33,1967,1,162146.0,0,322468,511526.0,3,63.04,50.28,25191.0,7.81,2.27,3482.0,True,2.0,True
34,1967,1,116734.0,0,271266,445183.0,6,60.93,43.03,23713.0,8.74,3.03,3482.0,True,1.0,False
35,1967,1,159818.0,0,318557,488018.0,2,65.28,50.17,1079.0,0.34,2.0,3482.0,True,2.0,True
36,1967,1,142925.0,0,277354,467945.0,3,59.27,51.53,50640.0,18.26,2.5,3482.0,True,1.0,False
37,1967,1,138774.0,0,299909,475212.0,3,63.11,46.27,14962.0,4.99,2.5,3482.0,True,2.0,True
38,1967,1,157229.0,0,268506,475268.0,4,56.5,58.56,76327.0,28.43,2.33,3482.0,True,2.0,True
39,1967,1,150696.0,0,291250,437596.0,3,66.56,51.74,13538.0,4.65,2.04,7619.0,True,1.0,False
40,1967,1,166392.0,0,267298,449494.0,4,59.47,62.25,94573.0,35.38,2.17,3482.0,True,2.0,True
41,1967,1,207895.0,0,302276,459120.0,3,65.84,68.78,127836.0,42.29,1.85,3482.0,True,2.0,True
42,1967,1,239362.0,0,320476,463878.0,3,69.09,74.69,171422.0,53.49,1.67,3482.0,True,2.0,True
43,1967,1,204185.0,0,343408,506419.0,4,67.81,59.46,108892.0,31.71,2.33,3482.0,True,1.0,False
44,1967,1,189415.0,0,345439,470375.0,3,73.44,54.83,44277.0,12.82,2.08,12019.0,True,1.0,False
45,1967,1,158327.0,0,309531,456905.0,4,67.75,51.15,32710.0,10.57,2.38,3482.0,True,1.0,False
1,1967,1,91131.0,0,199320,263495.0,4,75.64,45.72,16983.0,8.52,2.7,2444.0,True,1.0,False
2,1967,1,30403.0,0,115842,219554.0,6,52.76,26.25,1541.0,1.33,5.0,10809.0,True,1.0,False
1,1967,1,136413.0,3,275877,474941.0,3,58.09,49.45,60320.0,21.86,2.7,3482.0,True,2.0,True
2,1967,1,136188.0,0,231737,489226.0,4,47.37,58.77,58277.0,25.15,2.17,3482.0,True,2.0,True
3,1967,1,117272.0,0,223105,495088.0,2,45.06,52.56,11439.0,5.13,1.96,12923.0,True,1.0,False
4,1967,1,166690.0,0,308778,519702.0,2,59.41,53.98,24602.0,7.97,2.0,3482.0,True,2.0,True
5,1967,1,173402.0,0,322424,499874.0,2,64.5,53.78,24380.0,7.56,2.0,3482.0,True,1.0,False
6,1967,1,164548.0,0,326134,499894.0,4,65.24,50.45,31932.0,9.79,2.38,12923.0,True,2.0,True
7,1967,1,115312.0,0,268779,446612.0,4,60.18,42.9,261.0,0.1,2.7,6168.0,True,1.0,False
8,1967,1,156423.0,0,286089,505434.0,5,56.6,54.68,91167.0,31.87,2.7,3482.0,False,2.0,True
9,1967,1,131041.0,0,276300,461527.0,4,59.87,47.43,63889.0,23.12,2.94,3482.0,True,1.0,False
10,1967,1,160374.0,0,293679,503040.0,5,58.38,54.61,61796.0,21.04,2.44,3482.0,True,2.0,False
11,1967,1,130814.0,0,273294,541271.0,4,50.49,47.87,50620.0,18.52,2.86,3482.0,True,2.0,True
12,1967,1,121394.0,0,266380,444344.0,6,59.95,45.57,48196.0,18.09,3.12,3482.0,True,1.0,False
13,1967,1,192706.0,0,338928,503529.0,2,67.31,56.86,46484.0,13.72,1.96,3482.0,False,2.0,True
14,1967,1,108831.0,0,292289,454447.0,8,64.32,37.23,28977.0,9.91,4.0,3482.0,True,2.0,True
15,1967,1,108855.0,0,271520,466278.0,5,58.23,40.09,15289.0,5.63,3.33,3482.0,True,1.0,False
16,1967,1,125162.0,0,304756,448646.0,5,67.93,41.07,28522.0,9.36,3.23,3482.0,True,1.0,False
17,1967,1,122836.0,0,294141,454974.0,4,64.65,41.76,31310.0,10.64,3.12,12923.0,True,2.0,True
18,1967,1,168620.0,0,294788,468830.0,2,62.88,57.2,42452.0,14.4,1.96,12923.0,True,1.0,False
19,1967,1,106812.0,0,247089,407267.0,4,60.67,43.23,18223.0,7.38,2.86,6168.0,True,1.0,False
20,1967,1,161262.0,0,296470,466047.0,2,63.61,54.39,26054.0,8.79,1.96,7619.0,True,1.0,False
21,1967,1,143287.0,0,280032,463555.0,4,60.41,51.17,27797.0,9.93,2.33,10809.0,True,1.0,False
22,1967,1,147272.0,0,292907,471334.0,3,62.14,50.28,64631.0,22.07,2.63,3482.0,True,2.0,True
23,1967,1,169173.0,0,270595,433794.0,3,62.38,62.52,87430.0,32.31,2.04,3482.0,True,2.0,True
24,1967,1,192046.0,0,312909,477375.0,5,65.55,61.37,122317.0,39.09,2.27,3482.0,True,1.0,False
25,1967,1,192986.0,0,284430,462055.0,2,61.56,67.85,101542.0,35.7,1.79,3482.0,True,1.0,False
26,1967,1,183984.0,1,299603,472138.0,3,63.46,61.41,125680.0,41.95,2.17,3482.0,True,2.0,True
27,1967,1,113208.0,0,228385,447774.0,3,51.0,49.57,2104.0,0.92,2.04,12923.0,False,1.0,False
1,1967,1,76929.0,0,147652,448482.0,3,32.92,52.1,37026.0,25.08,2.63,12923.0,True,2.0,True
2,1967,1,113022.0,0,227196,461490.0,3,49.23,49.75,35369.0,15.57,2.5,6168.0,True,1.0,False
3,1967,1,104484.0,0,294244,547557.0,4,53.74,35.51,21097.0,7.17,3.7,10809.0,True,1.0,False
4,1967,1,171207.0,0,278377,537526.0,2,51.79,61.5,64037.0,23.0,1.89,6168.0,True,1.0,False
5,1967,1,220582.0,0,329767,561875.0,2,58.69,66.89,111397.0,33.78,1.79,6168.0,True,2.0,True
6,1967,1,103710.0,0,264300,547621.0,4,48.26,39.24,12138.0,4.59,3.23,6168.0,True,1.0,False
7,1967,1,143901.0,0,243164,520581.0,3,46.71,59.18,59258.0,24.37,2.13,7619.0,True,1.0,False
8,1967,1,79899.0,0,225102,515093.0,5,43.7,35.49,20731.0,9.21,3.85,3482.0,True,2.0,True
9,1967,1,69120.0,0,215089,506312.0,5,42.48,32.14,4695.0,2.18,4.0,3482.0,True,2.0,True
10,1967,1,107071.0,0,201619,508555.0,4,39.65,53.11,41661.0,20.66,2.5,3482.0,True,2.0,True
11,1967,1,59846.0,0,116702,481761.0,2,24.22,51.28,2990.0,2.56,2.0,3482.0,True,2.0,True
12,1967,1,51163.0,0,112832,477248.0,3,23.64,45.34,1887.0,1.67,2.44,3482.0,True,1.0,False
13,1967,1,108336.0,0,157993,415610.0,2,38.01,68.57,58679.0,37.14,1.75,12923.0,True,2.0,True
14,1967,1,64531.0,0,136609,468645.0,4,29.15,47.24,21611.0,15.82,2.94,12923.0,True,1.0,False
15,1967,1,143083.0,0,203887,465745.0,2,43.78,70.18,82279.0,40.36,1.72,12923.0,True,1.0,False
16,1967,1,57349.0,0,191927,533170.0,6,36.0,29.88,15762.0,8.21,4.76,3482.0,True,1.0,False
17,1967,1,105272.0,0,202097,478738.0,3,42.21,52.09,44818.0,22.18,2.56,12923.0,True,1.0,False
18,1967,1,79906.0,0,118988,426034.0,2,27.93,67.15,40824.0,34.31,1.79,12923.0,True,1.0,False
19,1967,1,144806.0,1,229151,499572.0,3,45.87,63.19,88045.0,38.42,2.13,12923.0,True,1.0,False
20,1967,1,79961.0,0,165296,481556.0,3,34.33,48.37,31521.0,19.07,2.7,12923.0,True,1.0,False
1,1967,1,63286.0,0,158872,216689.0,3,73.32,39.83,10425.0,6.56,2.94,3482.0,True,1.0,False
1,1967,1,118948.0,0,328284,494461.0,6,66.39,36.23,26495.0,8.07,3.57,3482.0,True,2.0,True
2,1967,1,162198.0,0,326573,465986.0,3,70.08,49.67,12640.0,3.87,2.17,17049.0,False,1.0,False
3,1967,1,161050.0,0,344631,542288.0,6,63.55,46.73,45192.0,13.11,2.94,3482.0,True,1.0,False
4,1967,1,104035.0,0,327638,459126.0,6,71.36,31.75,11275.0,3.44,4.35,4152.0,True,1.0,False
5,1967,1,105971.0,0,334534,492194.0,7,67.97,31.68,22746.0,6.8,4.55,3482.0,False,2.0,True
6,1967,1,95877.0,0,327723,494190.0,7,66.32,29.26,1511.0,0.46,4.55,3482.0,False,1.0,False
7,1967,1,122923.0,0,313790,460109.0,7,68.2,39.17,31480.0,10.03,3.57,3482.0,True,2.0,True
8,1967,1,136046.0,0,329026,481616.0,5,68.32,41.35,31286.0,9.51,3.45,3482.0,True,2.0,True
9,1967,1,132660.0,0,362471,519908.0,7,69.72,36.6,13074.0,3.61,3.57,3482.0,True,1.0,False
10,1967,1,127986.0,3,335930,475396.0,4,70.66,38.1,4072.0,1.21,3.12,3482.0,True,1.0,False
11,1967,1,189825.0,0,315610,460603.0,4,68.52,60.15,110210.0,34.92,2.33,3482.0,True,1.0,False
12,1967,1,174371.0,0,318791,472029.0,6,67.54,54.7,98212.0,30.81,2.7,17049.0,True,1.0,False
13,1967,1,150415.0,0,319550,493595.0,7,64.74,47.07,61632.0,19.29,3.23,17049.0,True,1.0,False
1,1967,1,117966.0,0,317791,543522.0,8,58.47,37.12,56378.0,17.74,4.55,3482.0,True,2.0,True
2,1967,1,215636.0,0,303703,551193.0,9,55.1,71.0,193816.0,63.82,1.96,10809.0,True,2.0,True
3,1967,1,150596.0,0,355248,549787.0,10,64.62,42.39,46573.0,13.11,3.23,12923.0,True,1.0,False
4,1967,1,130945.0,0,364648,607264.0,9,60.05,35.91,20108.0,5.51,3.85,4152.0,True,1.0,False
5,1967,1,196892.0,0,307619,538899.0,4,57.08,64.01,94251.0,30.64,1.92,12923.0,True,2.0,True
6,1967,1,148239.0,0,298647,550250.0,5,54.27,49.64,45091.0,15.1,2.63,12923.0,False,1.0,False
7,1967,1,108117.0,0,299728,513318.0,5,58.39,36.07,34586.0,11.54,3.85,3482.0,True,1.0,False
8,1967,1,210966.0,0,344086,495788.0,3,69.4,61.31,95093.0,27.64,2.04,10809.0,True,1.0,False
9,1967,1,140538.0,0,295041,549718.0,5,53.67,47.63,41097.0,13.93,2.86,3482.0,True,2.0,True
10,1967,1,163843.0,0,266269,543899.0,2,48.96,61.53,61417.0,23.07,1.89,12923.0,True,1.0,False
11,1967,1,145823.0,0,300251,489607.0,8,61.32,48.57,37221.0,12.4,2.7,3482.0,True,1.0,False
12,1967,1,145032.0,0,295695,484116.0,6,61.08,49.05,14807.0,5.01,2.33,12923.0,True,1.0,False
13,1967,1,151258.0,0,276633,513800.0,2,53.84,54.68,25883.0,9.36,1.96,4152.0,True,2.0,True
14,1967,1,143882.0,0,228069,473659.0,3,48.15,63.09,81233.0,35.62,2.04,4152.0,True,2.0,True
15,1967,1,173577.0,0,334038,490355.0,3,68.12,51.96,32629.0,9.77,2.22,3482.0,True,1.0,False
16,1967,1,182502.0,0,299498,529320.0,2,56.58,60.94,65506.0,21.87,1.92,3482.0,True,2.0,True
17,1967,1,117821.0,0,255765,505661.0,4,50.58,46.07,35101.0,13.72,2.94,3482.0,True,1.0,False
18,1967,1,135466.0,0,247991,522342.0,4,47.48,54.63,79436.0,32.03,2.7,3482.0,True,1.0,False
19,1967,1,147509.0,0,299148,541982.0,5,55.2,49.31,26071.0,8.72,2.5,12923.0,True,1.0,False
20,1967,1,117468.0,0,237070,536296.0,3,44.21,49.55,9376.0,3.95,2.17,12923.0,True,1.0,False
21,1967,1,118410.0,0,216740,526696.0,3,41.15,54.63,29933.0,13.81,2.13,3482.0,True,1.0,False
22,1967,1,152016.0,0,319667,545070.0,8,58.65,47.55,20348.0,6.37,2.5,3482.0,True,2.0,True
23,1967,1,167326.0,0,351074,573723.0,5,61.19,47.66,23796.0,6.78,2.5,12923.0,True,1.0,False
1,1967,1,125965.0,0,218108,296292.0,2,73.61,57.75,33822.0,15.51,1.96,3482.0,True,1.0,False
2,1967,1,129618.0,0,220650,305672.0,2,72.19,58.74,38586.0,17.49,1.92,3482.0,True,1.0,False
1,1967,1,75781.0,1,162096,462166.0,5,35.07,46.75,40894.0,25.23,3.23,3482.0,True,2.0,True
2,1967,1,89060.0,0,163664,421277.0,5,38.85,54.42,59923.0,36.61,2.78,3482.0,True,2.0,True
3,1967,1,59388.0,0,126850,455152.0,3,27.87,46.82,10634.0,8.38,2.56,3482.0,True,2.0,True
4,1967,1,91048.0,0,229490,438131.0,8,52.38,39.67,33859.0,14.75,3.85,3482.0,True,2.0,True
5,1967,1,103874.0,0,300782,485212.0,8,61.99,34.53,32781.0,10.9,4.76,3482.0,True,2.0,True
6,1967,1,70306.0,0,273066,488603.0,9,55.89,25.75,4057.0,1.49,5.0,2444.0,True,1.0,False
7,1967,1,78497.0,0,258239,467589.0,8,55.23,30.4,27305.0,10.57,5.56,4152.0,True,1.0,False
8,1967,1,168447.0,0,322046,499114.0,3,64.52,52.31,48899.0,15.18,2.38,12923.0,False,1.0,False
9,1967,1,110341.0,0,290825,509445.0,7,57.09,37.94,55671.0,19.14,4.35,4152.0,True,2.0,True
10,1967,1,84151.0,0,266072,513149.0,8,51.85,31.63,1132.0,0.43,4.35,3482.0,True,1.0,False
11,1967,1,112698.0,0,269283,467013.0,5,57.66,41.85,40648.0,15.09,3.12,4152.0,True,1.0,False
12,1967,1,70927.0,0,251169,499546.0,8,50.28,28.24,4104.0,1.63,4.76,6168.0,True,2.0,True
13,1967,1,40031.0,0,239546,515295.0,12,46.49,16.71,3082.0,1.29,10.0,3482.0,True,2.0,True
14,1967,1,77369.0,0,228773,509557.0,4,44.9,33.82,1347.0,0.59,3.23,3482.0,True,2.0,True
15,1967,1,83811.0,0,251547,510622.0,10,49.26,33.32,1513.0,0.6,4.35,4152.0,True,1.0,False
16,1967,1,102742.0,0,260561,509509.0,7,51.14,39.43,26074.0,10.01,3.57,4152.0,True,1.0,False
17,1967,1,70476.0,0,234094,521651.0,6,44.88,30.11,4934.0,2.11,4.35,3482.0,True,1.0,False
18,1967,1,81126.0,0,256766,506407.0,8,50.7,31.6,17555.0,6.84,5.26,3482.0,True,2.0,True
19,1967,1,92535.0,0,253175,458070.0,8,55.27,36.55,20972.0,8.28,3.7,10809.0,True,1.0,False
20,1967,1,90283.0,0,218305,467551.0,5,46.69,41.36,35804.0,16.4,3.7,3482.0,True,2.0,True
21,1967,1,93820.0,0,238001,516659.0,5,46.07,39.42,34386.0,14.45,3.45,3482.0,True,2.0,True
22,1967,1,143602.0,0,260203,479640.0,8,54.25,55.19,91703.0,35.24,2.86,3482.0,True,1.0,False
23,1967,1,102825.0,0,215031,484834.0,6,44.35,47.82,21692.0,10.09,2.7,3482.0,True,2.0,True
24,1967,1,63231.0,0,176560,505259.0,6,34.94,35.81,3665.0,2.08,3.7,3482.0,True,2.0,True
25,1967,1,125453.0,0,223807,527773.0,4,42.41,56.05,46010.0,20.56,2.27,3482.0,False,1.0,False
26,1967,1,99198.0,0,270279,496721.0,4,54.41,36.7,3526.0,1.3,3.33,6911.0,True,1.0,False
27,1967,1,83532.0,0,223275,440689.0,4,50.66,37.41,16909.0,7.57,3.33,3482.0,True,1.0,False
28,1967,1,89685.0,0,217404,490633.0,3,44.31,41.25,13469.0,6.2,2.86,3482.0,True,2.0,True
29,1967,1,118233.0,0,285759,541714.0,4,52.75,41.38,13374.0,4.68,3.03,7619.0,True,2.0,True
30,1967,1,116371.0,0,225841,492785.0,4,45.83,51.53,70416.0,31.18,2.78,4152.0,True,1.0,False
31,1967,1,100203.0,0,211024,486826.0,4,43.35,47.48,46632.0,22.1,2.94,4152.0,True,2.0,True
32,1967,1,142446.0,1,282161,534711.0,3,52.77,50.48,31742.0,11.25,2.44,4152.0,True,2.0,True
33,1967,1,104904.0,0,231524,462900.0,3,50.02,45.31,11661.0,5.04,2.56,3482.0,True,1.0,False
34,1967,1,88637.0,0,228113,490438.0,5,46.51,38.86,18790.0,8.24,3.33,3482.0,True,2.0,True
35,1967,1,128569.0,0,279114,495854.0,3,56.29,46.06,29992.0,10.75,2.78,4152.0,True,1.0,False
36,1967,1,124489.0,0,275756,506466.0,4,54.45,45.14,21645.0,7.85,2.78,4152.0,True,1.0,False
37,1967,1,89770.0,0,217561,493512.0,4,44.08,41.26,8606.0,3.96,2.86,7619.0,True,1.0,False
38,1967,1,121490.0,0,253135,434485.0,5,58.26,47.99,42715.0,16.87,2.86,10809.0,False,1.0,False
39,1967,1,94864.0,0,236414,463161.0,6,51.04,40.13,46727.0,19.76,4.0,3482.0,True,1.0,False
40,1967,1,102527.0,0,250009,505919.0,4,49.42,41.01,13415.0,5.37,3.03,3482.0,True,2.0,True
41,1967,1,106557.0,0,260421,512391.0,5,50.82,40.92,34979.0,13.43,3.33,3482.0,True,1.0,False
42,1967,1,86702.0,0,263003,515742.0,7,51.0,32.97,24301.0,9.24,4.17,3482.0,True,2.0,True
43,1967,1,64643.0,1,242605,504162.0,13,48.12,26.65,19713.0,8.13,7.14,3482.0,True,1.0,False
44,1967,1,68850.0,0,278070,501984.0,6,55.39,24.76,4288.0,1.54,5.0,2444.0,False,2.0,True
45,1967,1,88690.0,0,237908,495837.0,5,47.98,37.28,21153.0,8.89,3.85,3482.0,True,1.0,False
46,1967,1,96084.0,0,238207,507852.0,4,46.9,40.34,36858.0,15.47,3.45,3482.0,True,2.0,True
47,1967,1,111377.0,0,240152,503271.0,6,47.72,46.38,30875.0,12.86,2.94,3482.0,True,1.0,False
48,1967,1,162644.0,0,270052,515153.0,5,52.42,60.23,83075.0,30.76,2.22,3482.0,True,1.0,False
49,1967,1,79201.0,0,256798,516279.0,6,49.74,30.84,13437.0,5.23,4.35,3482.0,True,1.0,False
50,1967,1,94266.0,0,263266,498188.0,7,52.84,35.81,3240.0,1.23,3.7,2444.0,True,2.0,True
51,1967,1,84409.0,0,266035,481980.0,5,55.2,31.73,1595.0,0.6,3.85,7619.0,True,1.0,False
52,1967,1,105784.0,0,281745,495870.0,5,56.82,37.55,18167.0,6.45,3.23,14635.0,True,1.0,False
53,1967,1,108240.0,0,235039,500334.0,3,46.98,46.05,17376.0,7.39,2.63,3482.0,True,2.0,True
54,1967,1,111512.0,0,290977,507113.0,4,57.38,38.32,17271.0,5.94,3.12,4152.0,True,1.0,False
55,1967,1,95306.0,0,222397,483204.0,6,46.03,42.85,36183.0,16.27,3.7,3482.0,False,2.0,True
56,1967,1,114131.0,0,231820,470006.0,3,49.32,49.23,16544.0,7.14,2.33,3482.0,True,1.0,False
57,1967,1,85916.0,0,201075,498035.0,4,40.37,42.73,25934.0,12.9,3.12,3482.0,True,2.0,True
58,1967,1,101649.0,0,248460,535616.0,4,46.39,40.91,25557.0,10.29,3.33,3482.0,True,1.0,False
59,1967,1,66042.0,0,231287,513136.0,5,45.07,28.55,7469.0,3.23,4.55,2444.0,True,1.0,False
60,1967,1,138382.0,0,255667,480478.0,3,53.21,54.13,59125.0,23.13,2.44,4152.0,True,1.0,False
61,1967,1,103073.0,0,254274,500450.0,4,50.81,40.54,37378.0,14.7,3.45,3482.0,True,2.0,True
62,1967,1,124040.0,0,316599,500897.0,5,63.21,39.18,24113.0,7.62,3.57,3482.0,True,2.0,True
63,1967,1,98771.0,0,284882,509217.0,7,55.95,34.67,8538.0,3.0,4.17,3482.0,True,2.0,True
64,1967,1,81936.0,0,258357,493276.0,6,52.38,31.71,16647.0,6.44,4.55,3482.0,True,1.0,False
65,1967,1,77882.0,0,240823,464670.0,12,51.83,32.34,6517.0,2.71,4.35,10809.0,True,2.0,True
66,1967,1,106857.0,0,264886,482147.0,9,54.94,40.34,45348.0,17.12,4.35,7619.0,True,1.0,False
67,1967,1,93578.0,0,283423,537550.0,5,52.72,33.02,472.0,0.17,3.33,7619.0,True,1.0,False
68,1967,1,99835.0,0,279780,517331.0,7,54.08,35.68,24688.0,8.82,4.35,3482.0,True,1.0,False
69,1967,1,74952.0,0,283663,498845.0,12,56.86,26.42,30088.0,10.61,6.67,3482.0,True,1.0,False
70,1967,1,93928.0,0,291913,522973.0,7,55.82,32.18,6099.0,2.09,4.35,3482.0,True,1.0,False
71,1967,1,102847.0,0,272420,482836.0,4,56.42,37.75,15383.0,5.65,3.57,3482.0,True,1.0,False
72,1967,1,83638.0,0,236939,500659.0,6,47.33,35.3,13281.0,5.61,4.17,7619.0,True,1.0,False
73,1967,1,95828.0,0,283820,481694.0,12,58.92,33.76,27733.0,9.77,4.55,3482.0,True,2.0,True
74,1967,1,172785.0,0,303146,512124.0,5,59.19,57.0,84431.0,27.85,2.5,10809.0,True,1.0,False
75,1967,1,87947.0,0,270068,523727.0,5,51.57,32.56,7119.0,2.64,3.85,3482.0,True,2.0,True
76,1967,1,77284.0,0,278403,514626.0,8,54.1,27.76,18554.0,6.66,5.88,10809.0,True,1.0,False
77,1967,1,86416.0,0,267211,505893.0,5,52.82,32.34,1017.0,0.38,4.0,6168.0,True,1.0,False
78,1967,1,91351.0,0,296685,498160.0,6,59.56,30.79,20656.0,6.96,4.35,3482.0,True,2.0,True
79,1967,1,149943.0,0,339663,514929.0,8,65.96,44.14,48068.0,14.15,3.33,10809.0,True,2.0,True
80,1967,1,146172.0,0,297463,488752.0,4,60.86,49.14,38896.0,13.08,2.63,7619.0,True,1.0,False
81,1967,1,154518.0,0,308102,511368.0,6,60.25,50.15,87558.0,28.42,3.12,10809.0,True,1.0,False
82,1967,1,74755.0,0,297481,490868.0,8,60.6,25.13,11602.0,3.9,5.56,2444.0,True,1.0,False
83,1967,1,76415.0,0,289163,513381.0,14,56.33,26.43,1665.0,0.58,6.25,7619.0,True,1.0,False
84,1967,1,120891.0,0,308279,506832.0,6,60.82,39.21,37652.0,12.21,4.0,3482.0,True,2.0,True
85,1967,1,151465.0,0,303933,465613.0,4,65.28,49.83,40112.0,13.2,2.56,10809.0,True,2.0,True
1,1967,1,167971.0,0,325537,508364.0,3,64.04,51.6,43836.0,13.47,2.33,3040.0,True,2.0,True
2,1967,1,121613.0,0,276216,447882.0,4,61.67,44.03,16888.0,6.11,2.86,3482.0,True,1.0,False
3,1967,1,97476.0,0,248199,442750.0,4,56.06,39.27,1831.0,0.74,3.03,10809.0,True,1.0,False
4,1967,1,70743.0,0,262413,487220.0,5,53.86,26.96,990.0,0.38,4.55,3482.0,True,2.0,True
5,1967,1,130379.0,0,282516,455601.0,4,62.01,46.15,23449.0,8.3,2.78,3482.0,True,1.0,False
6,1967,1,123105.0,0,295333,453070.0,5,65.18,41.68,27749.0,9.4,3.23,3482.0,True,1.0,False
7,1967,1,130927.0,0,282760,519789.0,6,54.4,46.3,51689.0,18.28,3.23,3482.0,True,1.0,False
8,1967,1,141402.0,0,292619,480134.0,3,60.95,48.32,14966.0,5.11,2.33,10809.0,True,2.0,True
9,1967,1,155789.0,0,315591,518033.0,4,60.92,49.36,8628.0,2.73,2.17,10809.0,True,2.0,True
10,1967,1,155309.0,0,326856,464751.0,3,70.33,47.52,32797.0,10.03,2.56,10809.0,False,2.0,True
11,1967,1,215463.0,0,351830,503900.0,2,69.82,61.24,79096.0,22.48,1.89,9026.0,True,1.0,False
12,1967,1,143883.0,0,352320,493226.0,4,71.43,40.84,32571.0,9.24,3.03,2444.0,True,2.0,True
13,1967,1,240491.0,0,339343,496679.0,2,68.32,70.87,141639.0,41.74,1.72,9026.0,False,2.0,True
14,1967,1,157545.0,0,358439,525872.0,3,68.16,43.95,29071.0,8.11,2.78,10809.0,True,1.0,False
15,1967,1,185300.0,0,403600,546374.0,6,73.87,45.91,13115.0,3.25,2.56,2444.0,True,1.0,False
16,1967,1,196176.0,0,383972,531464.0,3,72.25,51.09,70974.0,18.48,2.5,14635.0,True,1.0,False
17,1967,1,121694.0,0,375470,565727.0,6,66.37,32.41,587.0,0.16,3.33,2444.0,True,2.0,True
18,1967,1,162231.0,0,414329,598939.0,3,69.18,39.16,25912.0,6.25,2.94,14635.0,True,1.0,False
19,1967,1,154664.0,0,338740,591674.0,6,57.25,45.66,64826.0,19.14,2.94,3482.0,True,2.0,True
20,1967,1,130600.0,0,345250,549928.0,3,62.78,37.83,14143.0,4.1,3.03,2444.0,True,2.0,True
21,1967,1,155574.0,0,309428,506688.0,4,61.07,50.28,39287.0,12.7,2.5,14635.0,True,1.0,False
22,1967,1,176469.0,0,378270,572727.0,3,66.05,46.65,42294.0,11.18,2.63,3482.0,True,2.0,True
23,1967,1,143787.0,0,370582,516638.0,3,71.73,38.8,18025.0,4.86,2.94,3482.0,True,1.0,False
24,1967,1,160662.0,0,361133,506446.0,3,71.31,44.49,22836.0,6.32,2.63,3482.0,True,1.0,False
25,1967,1,198229.0,0,386888,545246.0,2,70.96,51.24,9570.0,2.47,2.0,14635.0,True,1.0,False
26,1967,1,208724.0,0,335426,487962.0,2,68.74,62.23,82022.0,24.45,1.89,3040.0,True,1.0,False
27,1967,1,138572.0,0,333179,475725.0,3,70.04,41.59,28910.0,8.68,2.86,3482.0,True,1.0,False
28,1967,1,278623.0,0,406922,515415.0,2,78.95,68.47,150324.0,36.94,1.75,9026.0,True,2.0,True
29,1967,1,165472.0,0,354309,512594.0,3,69.12,46.7,17169.0,4.85,2.44,6168.0,True,1.0,False
30,1967,1,185407.0,0,327531,476288.0,2,68.77,56.61,43283.0,13.21,1.96,9026.0,False,1.0,False
31,1967,1,160399.0,0,275032,497007.0,2,55.34,58.32,45766.0,16.64,1.96,9026.0,True,1.0,False
32,1967,1,120189.0,0,266623,514651.0,4,51.81,45.08,31405.0,11.78,3.03,10809.0,True,1.0,False
33,1967,1,120590.0,0,259170,520725.0,5,49.77,46.53,29770.0,11.49,2.94,2444.0,True,1.0,False
34,1967,1,148024.0,0,301325,520033.0,4,57.94,49.12,41190.0,13.67,2.63,3482.0,True,2.0,True
35,1967,1,152904.0,0,296950,525272.0,2,56.53,51.49,8858.0,2.98,1.96,14635.0,True,1.0,False
36,1967,1,99276.0,0,244739,443945.0,4,55.13,40.56,6992.0,2.86,2.94,7619.0,True,1.0,False
37,1967,1,143015.0,0,278894,494561.0,3,56.39,51.28,36086.0,12.94,2.38,10809.0,True,3.0,True
38,1967,1,161274.0,0,323692,485894.0,3,66.62,49.82,10955.0,3.38,2.13,3482.0,True,1.0,False
39,1967,1,131761.0,0,249890,483643.0,2,51.67,52.73,13632.0,5.46,2.0,3482.0,True,2.0,True
40,1967,1,83696.0,0,230785,466332.0,5,49.49,36.27,32217.0,13.96,4.0,3482.0,True,1.0,False
1,1967,1,173556.0,0,294468,490667.0,2,60.01,58.94,52644.0,17.88,1.92,12923.0,True,2.0,True
5,1967,1,55164.0,0,79348,415618.0,2,19.09,69.52,30980.0,39.04,1.75,3482.0,False,2.0,True
7,1967,1,78084.0,0,145946,465812.0,5,31.33,53.5,18642.0,12.77,2.17,3482.0,True,1.0,False
5,1967,1,257329.0,0,265393,418795.0,2,63.37,96.96,249265.0,93.92,1.06,3482.0,True,1.0,False
4,1967,1,182585.0,0,226692,526703.0,2,43.04,80.54,138478.0,61.09,1.45,12923.0,True,2.0,True
8,1967,1,156313.0,0,302027,644638.0,16,46.85,51.75,15056.0,4.98,2.04,3482.0,True,1.0,False
19,1968,1,94558.0,0,196262,535701.0,6,36.64,48.18,33970.0,17.31,2.86,10809.0,True,2.0,True
47,1968,1,75101.0,0,120418,498131.0,7,24.17,62.37,46066.0,38.26,2.17,4406.0,True,1.0,False
8,1968,1,123530.0,0,168799,505434.0,5,33.4,73.18,100204.0,59.36,1.75,3482.0,True,1.0,False
13,1968,1,184054.0,0,307549,503529.0,3,61.08,59.85,63953.0,20.79,1.96,11985.0,True,1.0,False
27,1968,1,107997.0,0,177576,447774.0,3,39.66,60.82,48910.0,27.54,2.08,3482.0,True,1.0,False
